idx,season,episode,character,line
40831,s5,08,Leslie Knope,"Ha ha! Wreston, suck it."
40832,s5,08,Leslie Knope,Now we're even.
40833,s5,08,Ben Wyatt,Leslie.
40834,s5,08,Ben Wyatt,Huh?
40835,s5,08,Ben Wyatt,"He didn't do it, and he fired the people who did."
40836,s5,08,Tom Haverford,"Attention, please."
40837,s5,08,Tom Haverford,"I've been going over the books, and I'm missing 9 dollars."
40838,s5,08,Tom Haverford,"Now, I'm not angry at whoever took it."
40839,s5,08,Tom Haverford,Just come forward.
40840,s5,08,Tom Haverford,"You'll be served with a lawsuit, and we will move on with our lives."
40841,s5,08,Ann Perkins,"Hey, buddy, let's go get some breakfast, okay?"
40842,s5,08,Tom Haverford,Fine.
40843,s5,08,Tom Haverford,"It was your idea, so you're paying."
40844,s5,08,Tom Haverford,You're driving.
40845,s5,08,Tom Haverford,I'm not chipping in for gas.
40846,s5,08,Ann Perkins,Okay.
40847,s5,08,Ann Perkins,All right.
40848,s5,08,Tom Haverford,I'll have the pancake breakfast.
40849,s5,08,Tom Haverford,"Oh, let me also get 12 eggs, uncooked, and some toast."
40850,s5,08,Tom Haverford,"20 slices, untoasted, in a row in a bag."
40851,s5,08,Extra,You want a carton of eggs and a loaf of bread.
40852,s5,08,Ann Perkins,"Yeah, just the pancake breakfast is fine."
40853,s5,08,Tom Haverford,Don't offer to pay if you're gonna be cheap.
40854,s5,08,Ann Perkins,"Listen, man, I know you don't want to repeat the mistakes of Entertainment 720, and that's great, but you're gonna need a little bit of the old Tom to make this business work."
40855,s5,08,Tom Haverford,No.
40856,s5,08,Tom Haverford,That Tom ruined everything.
40857,s5,08,Ann Perkins,"Yes, he did, and that Tom made you a horrible boyfriend and a terrible employee and drove you to bankruptcy."
40858,s5,08,Tom Haverford,Are we nearing the point?
40859,s5,08,Ann Perkins,"But your swagger and your showmanship and your confidence is part of you, and in small doses, it can help."
40860,s5,08,Ann Perkins,You can't have RentASwag without the swag.
40861,s5,08,Tom Haverford,I barely have enough cash to get everything set up.
40862,s5,08,Ann Perkins,I know.
40863,s5,08,Ann Perkins,Take this.
40864,s5,08,Ann Perkins,We all chipped in.
40865,s5,08,Ann Perkins,Use it to spruce up the store.
40866,s5,08,Ann Perkins,And in return you can give us like one share of stock in the company.
40867,s5,08,Tom Haverford,Like a mini public offering.
40868,s5,08,Tom Haverford,"""Smort"", Ann."
40869,s5,08,Tom Haverford,Smort.
40870,s5,08,Tom Haverford,This is a cause for celebration.
40871,s5,08,Tom Haverford,"Waiter! Eight strips of bacon, uncooked, in a sealed package."
40872,s5,08,Wreston St. James,"I call it the Pawnee Commons, a celebration of Pawnee's history and people."
40873,s5,08,Leslie Knope,"A Wamapoke themed playground Food trucks from local restaurants, Li'l Sebastian fountain."
40874,s5,08,Leslie Knope,"I mean, it's perfect."
40875,s5,08,Wreston St. James,Thank you.
40876,s5,08,Leslie Knope,I can't see myself fighting you on more than 60% of these ideas.
40877,s5,08,Wreston St. James,I'd expect no less.
40878,s5,08,Wreston St. James,I'm just glad you like it.
40879,s5,08,Wreston St. James,I've never met two people more passionate about their hometown.
40880,s5,08,Ben Wyatt,"Oh, I'm actually from Minnesota."
40881,s5,08,Wreston St. James,Why do you know so much about Pawnee?
40882,s5,08,Ben Wyatt,"Well, I'm in love with a woman from here."
40883,s5,08,Ben Wyatt,"A strange, passionate, goof ball of a woman."
40884,s5,08,Leslie Knope,Me.
40885,s5,08,Leslie Knope,He's in love with me.
40886,s5,08,April Ludgate,"I'm sorry to see you go, Macklin."
40887,s5,08,April Ludgate,"You didn't always play by the rules, but damn it, you were a hell of an agent."
40888,s5,08,Andy Dwyer,Today I say goodbye to the only life I've ever known.
40889,s5,08,April Ludgate,"Well, some of the boys chipped in and we got you This."
40890,s5,08,April Ludgate,"It isn't much, but it's something to remember us by."
40891,s5,08,Andy Dwyer,40 years undercover.
40892,s5,08,Andy Dwyer,I never even met my family.
40893,s5,08,April Ludgate,What?
40894,s5,08,Andy Dwyer,And this is all I have to show for it? Totally worth it.
40895,s5,08,April Ludgate,"It's been a pleasure serving with you, son."
40896,s5,08,Andy Dwyer,"If you ever need me, you know where to find me, In bed next to you, probably having sex with you."
40897,s5,08,Tom Haverford,Welcome to the new new RentASwag now with 30% more swag.
40898,s5,08,Tom Haverford,"I used the money you guys gave me to add a little flair, and I took everything I own in my house and brought it here, except for my bed."
40899,s5,08,Tom Haverford,I basically live here now.
40900,s5,08,Ron Swanson,"I hate all of this, which probably means it's good for your business."
40901,s5,08,Chris Traeger,"Ron, my woodworking project, it's for displaying shoes!"
40902,s5,08,Ron Swanson,Yes.
40903,s5,08,Ron Swanson,That was always the plan.
40904,s5,08,Tom Haverford,"All right, RentASwag team, I have one more little surprise for you pizza party! Part Two."
40905,s5,08,Ann Perkins,"Oh, wow! Two pizzas."
40906,s5,08,Ann Perkins,And toppings!
40907,s5,08,Tom Haverford,Only on half.
40908,s5,08,Tom Haverford,I'm not Zuckerberg.
40909,s5,08,Tom Haverford,"Eat up, chumps."
40910,s5,09,Leslie Knope,Merry CongratuChristmas!
40911,s5,09,Ron Swanson,What?
40912,s5,09,Leslie Knope,"Half ""Merry Christmas,"" half ""Congratulations,"" because I just received some news."
40913,s5,09,Leslie Knope,"You, Ron Swanson, have been nominated for an award from the Indiana Fine Woodworking Association."
40914,s5,09,Ron Swanson,How did you hear about that?
40915,s5,09,Leslie Knope,"I've had a ""Ron Swanson"" Google alert for seven years and it finally paid off."
40916,s5,09,Ron Swanson,"Recently, I made a chair."
40917,s5,09,Ron Swanson,"When I was finished, I thought it was a good chair."
40918,s5,09,Ron Swanson,"I submitted it to the Indiana Fine Woodworking Association, who felt it merited consideration for an award."
40919,s5,09,Ron Swanson,It's been a real whirlwind.
40920,s5,09,Ron Swanson,"I have to confess, I'm very honored by this nomination."
40921,s5,09,Leslie Knope,Right?
40922,s5,09,Ron Swanson,This might be the first time I've ever wanted to attend an event.
40923,s5,09,Leslie Knope,"Oh, my God, I love events!"
40924,s5,09,Leslie Knope,I can't wait to go tonight.
40925,s5,09,Ron Swanson,Why are you going?
40926,s5,09,Leslie Knope,"As your selfappointed emotional guardian, it is my duty to love and support you."
40927,s5,09,Leslie Knope,"Plus, you know, this is a big deal."
40928,s5,09,Leslie Knope,You shouldn't be there alone.
40929,s5,09,Ron Swanson,That's correct.
40930,s5,09,Ron Swanson,I'm bringing Diane.
40931,s5,09,Ron Swanson,Things are going very well with us.
40932,s5,09,Leslie Knope,Even better.
40933,s5,09,Leslie Knope,I am very excited to meet Diane.
40934,s5,09,Ron Swanson,"You're not taking ""no"" for an answer, are you?"
40935,s5,09,Leslie Knope,"Oh, I forgot to sing you my merry CongratuChristmas carol."
40936,s5,09,Leslie Knope,"Jingle bells, jingle yay, jingle good for you"
40937,s5,09,Ron Swanson,Get out.
40938,s5,09,Leslie Knope,Yup.
40939,s5,09,Donna Meagle,How about the new sushi place in Eagleton?
40940,s5,09,Andy Dwyer,I'm allergic to sushi.
40941,s5,09,Andy Dwyer,"Every time I eat more than 80 sushis, I barf."
40942,s5,09,Tom Haverford,"Hey, Ann, you been to any swanky restaurants lately?"
40943,s5,09,Ann Perkins,What's the occasion?
40944,s5,09,Tom Haverford,It's December.
40945,s5,09,Tom Haverford,It's the time we celebrate our most sacred and special event: Jerry Dinner
40946,s5,09,Donna Meagle,Jerry Dinner
40947,s5,09,April Ludgate,Jerry Dinner
40948,s5,09,Andy Dwyer,Jerry Dinner
40949,s5,09,Ann Perkins,what the hell is Jerry Dinner?
40950,s5,09,Tom Haverford,"Every time we laugh at something stupid Jerry does, we put a dollar in this box."
40951,s5,09,Tom Haverford,"At the end of the year, we take all the cash and treat ourselves to a fancy dinner."
40952,s5,09,Tom Haverford,"This year, we have $516."
40953,s5,09,Jerry Gergich,"Aw, Geez!"
40954,s5,09,Tom Haverford,And that's 517.
40955,s5,09,Jerry Gergich,Oh!
40956,s5,09,Tom Haverford,518
40957,s5,09,Ann Perkins,"You guys, that's so mean."
40958,s5,09,April Ludgate,It's not mean if he doesn't know about it.
40959,s5,09,April Ludgate,It's like talking about people behind their backs.
40960,s5,09,April Ludgate,Everybody wins.
40961,s5,09,Ann Perkins,No.
40962,s5,09,Ann Perkins,You should at least invite Jerry to the dinner.
40963,s5,09,Tom Haverford,Ha!
40964,s5,09,Tom Haverford,That's hilarious.
40965,s5,09,Tom Haverford,You should do standup.
40966,s5,09,Ann Perkins,"If you're kidding, you suck, but if you're serious, I actually have been thinking about it."
40967,s5,09,Ann Perkins,"Hey, April, Matlock called."
40968,s5,09,Ann Perkins,He wants his cardigan back.
40969,s5,09,Ann Perkins,Boom!
40970,s5,09,Ann Perkins,I'm out.
40971,s5,09,April Ludgate,Who's Matlock?
40972,s5,09,Ben Wyatt,"Hey, bud."
40973,s5,09,Chris Traeger,Hey!
40974,s5,09,Chris Traeger,How are you?
40975,s5,09,Chris Traeger,Great.
40976,s5,09,Chris Traeger,I just finished making an entry in my dream journal.
40977,s5,09,Chris Traeger,"This time, the giant spider got caught in my web."
40978,s5,09,Chris Traeger,Progress.
40979,s5,09,Ben Wyatt,So I feel like we haven't gotten a ton of time together since I got back from D.C.
40980,s5,09,Chris Traeger,"Well, we both are in serious relationships."
40981,s5,09,Chris Traeger,"You have Leslie and I have my therapist, Dr."
40982,s5,09,Chris Traeger,"Richard Nygard, who I see 15 times a week."
40983,s5,09,Ben Wyatt,"Well, Leslie has plans tonight, so I'm solo."
40984,s5,09,Ben Wyatt,You wanna hang out?
40985,s5,09,Chris Traeger,I'd love to.
40986,s5,09,Chris Traeger,it'll be just like old times in Indianapolis.
40987,s5,09,Chris Traeger,We're back.
40988,s5,09,Ben Wyatt,All right.
40989,s5,09,Ben Wyatt,Lots of hugs.
40990,s5,09,Ron Swanson,"Welcome to the Indiana Fine Woodworking Awards, or as I like to call it, heaven."
40991,s5,09,Leslie Knope,Ron.
40992,s5,09,Ron Swanson,Ah!
40993,s5,09,Ron Swanson,"Leslie, may I present Diane Lewis?"
40994,s5,09,Diane Lewis,Oh.
40995,s5,09,Ron Swanson,"Diane, this is Leslie Knope."
40996,s5,09,Leslie Knope,"Diane, wow."
40997,s5,09,Leslie Knope,"Ron has told me so much about you, in that he has told me your name is Diane, and you exist."
40998,s5,09,Diane Lewis,"Oh, yeah."
40999,s5,09,Diane Lewis,He's not a big sharer.
41000,s5,09,Diane Lewis,I don't even know what his middle name is.
41001,s5,09,Leslie Knope,"Oh, it's Ulysses."
41002,s5,09,Diane Lewis,I can see why he didn't tell me that.
41003,s5,09,Ron Swanson,"Mary, mother of God."
41004,s5,09,Ron Swanson,That's Christian Becksvoort!
41005,s5,09,Ron Swanson,He's the modern master of the Shaker style.
41006,s5,09,Ron Swanson,I never dreamed that I would see him in the flesh.
41007,s5,09,Diane Lewis,Go over and say hello.
41008,s5,09,Ron Swanson,"No, I'm sure he gets swamped with attention all the time."
41009,s5,09,Ron Swanson,"Ooh, if you ladies will excuse me, there is a jack plane that needs my attention."
41010,s5,09,Diane Lewis,Go on then.
41011,s5,09,Leslie Knope,"So tell me everything about yourself: Your kids, your hobbies."
41012,s5,09,Leslie Knope,"What are your five biggest hopes, dreams, fears, and regrets?"
41013,s5,09,Tom Haverford,"In honor of Jerry Dinner, let's each say our favorite Jerry moment from the past year."
41014,s5,09,April Ludgate,Yes.
41015,s5,09,Tom Haverford,Mine was The time he slipped on a cinnabon and landed in a bunch of garbage.
41016,s5,09,April Ludgate,My favorite Jerry moment was when he ate a bowl of glue.
41017,s5,09,Andy Dwyer,My favorite Jerry moment is when you switched out his potato soup with glue and he didn't know.
41018,s5,09,Andy Dwyer,"You're so cute when you're bullying, babe."
41019,s5,09,Donna Meagle,You know what?
41020,s5,09,Donna Meagle,Ann was right.
41021,s5,09,Donna Meagle,This is mean.
41022,s5,09,Donna Meagle,We are going to pick up Jerry.
41023,s5,09,Tom Haverford,What?
41024,s5,09,April Ludgate,No!
41025,s5,09,Donna Meagle,It's Christmas time.
41026,s5,09,Donna Meagle,Don't you want to be good people?
41027,s5,09,Tom Haverford,Not really.
41028,s5,09,April Ludgate,Never.
41029,s5,09,Andy Dwyer,"Hey, if we're going that way, can we stop at our place real quick?"
41030,s5,09,Andy Dwyer,'Cause I forgot to put on deodorant.
41031,s5,09,Andy Dwyer,And a jacket and one of my socks.
41032,s5,09,Andy Dwyer,"Plus, I gotta poop, but I could stop anywhere for that."
41033,s5,09,Leslie Knope,"I know you didn't, but if you had gone to Hogwarts Academy, which House do you think you would have been?"
41034,s5,09,Diane Lewis,"Look, obviously, I want to say Gryffindor But I've got to go with Hufflepuff."
41035,s5,09,Leslie Knope,I respect your honesty.
41036,s5,09,Leslie Knope,Gryffindor.
41037,s5,09,Leslie Knope,Seeker on the Quidditch team.
41038,s5,09,Ron Swanson,"Diane, that's my chair, right there."
41039,s5,09,Diane Lewis,"It's beautiful, Ron."
41040,s5,09,Diane Lewis,Yours is the winner.
41041,s5,09,Ron Swanson,I'm not sure I stand a chance.
41042,s5,09,Diane Lewis,"Hey, you most certainly do."
41043,s5,09,Diane Lewis,They'd be crazy not to vote for you.
41044,s5,09,Leslie Knope,Which one is Ron's?
41045,s5,09,Diane Lewis,I don't know.
41046,s5,09,Leslie Knope,"Smart, funny, independent, and sexy?"
41047,s5,09,Leslie Knope,Diane Lewis?
41048,s5,09,Leslie Knope,More like Diane Sawyer.
41049,s5,09,Donna Meagle,Whoa!
41050,s5,09,Donna Meagle,What is going on at the Gergiches?
41051,s5,09,Andy Dwyer,Whoa.
41052,s5,09,Tom Haverford,"Oh, my God!"
41053,s5,09,Tom Haverford,Jerry's having a Christmas party!
41054,s5,09,Tom Haverford,I can't believe he didn't invite us.
41055,s5,09,Tom Haverford,How dare he!
41056,s5,09,Tom Haverford,What'd we ever do to him?
41057,s5,09,Andy Dwyer,It's probably just family.
41058,s5,09,April Ludgate,And Ben and Chris.
41059,s5,09,Andy Dwyer,And Ann.
41060,s5,09,Andy Dwyer,I didn't even know she knew Jerry.
41061,s5,09,Ben Wyatt,Wow.
41062,s5,09,Ben Wyatt,The Gergiches really go all out.
41063,s5,09,Ben Wyatt,This is incredible.
41064,s5,09,Chris Traeger,Mmm!
41065,s5,09,Chris Traeger,This is literally the best nonfat eggnog I've ever had.
41066,s5,09,Ben Wyatt,"Remain calm, but I think you just drank some of the regular, full fat eggnog."
41067,s5,09,Ben Wyatt,"Chris, one cup won't kill you."
41068,s5,09,Chris Traeger,"No, but it will add exactly 440 calories."
41069,s5,09,Chris Traeger,But you know what?
41070,s5,09,Chris Traeger,I'm fine.
41071,s5,09,Chris Traeger,You only live once.
41072,s5,09,Chris Traeger,Mmm!
41073,s5,09,Chris Traeger,"I don't know if you know this, but things with fat in them taste way better than things with no fat."
41074,s5,09,Ben Wyatt,"Yeah, Chris everybody knows that."
41075,s5,09,Leslie Knope,"Ron, guess why my thumbs are up."
41076,s5,09,Ron Swanson,No.
41077,s5,09,Leslie Knope,Because I'm giving you my 100% approval about Diane.
41078,s5,09,Leslie Knope,She is perfect for you.
41079,s5,09,Leslie Knope,She gets you.
41080,s5,09,Leslie Knope,"She is at the bar right now ordering a Lagavulin, neat for you."
41081,s5,09,Leslie Knope,"I mean, she's even putting up with all this stupid, boring woodworking stuff."
41082,s5,09,Leslie Knope,"I'm sorry, but, you know, it's not the Super Bowl, guys."
41083,s5,09,Leslie Knope,Let's take it down a notch.
41084,s5,09,Leslie Knope,"Anyway, you have my approval."
41085,s5,09,Ron Swanson,I don't need your approval.
41086,s5,09,Leslie Knope,But you have it.
41087,s5,09,Ron Swanson,Don't need it.
41088,s5,09,Leslie Knope,But you got it.
41089,s5,09,Leslie Knope,This could end up being the best night in Ron Swanson's life.
41090,s5,09,Leslie Knope,"I am so, so happy for him"
41091,s5,09,Tammy 2,"Hello, you gorgeous craftsmen."
41092,s5,09,Tammy 2,"Wow, look at this room."
41093,s5,09,Tammy 2,"So much wood, ready to be worked."
41094,s5,09,Leslie Knope,[Bleep] me!
41095,s5,09,Leslie Knope,"Alert alert, alert, alert."
41096,s5,09,Ron Swanson,"She's here, isn't she?"
41097,s5,09,Tammy 2,"Oh, hey, Ron."
41098,s5,09,Tammy 2,What a coincidence.
41099,s5,09,Tammy 2,"Gosh, I never dreamed you'd be here."
41100,s5,09,Ron Swanson,"Tammy, this is Diane."
41101,s5,09,Ron Swanson,"Diane, this is a piece of human garbage named Tammy, who is also my exwife."
41102,s5,09,Tammy 2,Twice exwife.
41103,s5,09,Tammy 2,We were married twice.
41104,s5,09,Leslie Knope,And divorced twice.
41105,s5,09,Leslie Knope,Everything is done.
41106,s5,09,Leslie Knope,They are totally done.
41107,s5,09,Leslie Knope,"Tammy, what are you doing here?"
41108,s5,09,Tammy 2,"Oh, I just have a little something I need to get drilled."
41109,s5,09,Leslie Knope,Can I speak with you for a moment?
41110,s5,09,Leslie Knope,"Everything's fine, we're just gonna chat."
