Character,Line,Next_Character,Season,Episode,Line_Length,Sentiment
Extra,Now that's what I call shooting.,Ron Swanson,6,5,6,Neutral
Ron Swanson,Is this a hunting game?,Donna Meagle,6,5,5,Neutral
Donna Meagle,"Yeah, it's fun. You want to play?",Ron Swanson,6,5,7,Neutral
Ron Swanson,"Indeed, I do. If you'd like, I could offer you some pointers. Hunting, Donna, is about silence, balance, and patience.",Extra,6,5,20,Positive
Extra,Get ready.,Donna Meagle,6,5,2,Neutral
Donna Meagle,"You know you're supposed to hit the deer, right?",Ron Swanson,6,5,9,Positive
Ron Swanson,Ugh!,Donna Meagle,6,5,1,Neutral
Donna Meagle,"Get it together, Swanson.",Ron Swanson,6,5,4,Neutral
Ron Swanson,"Well, the game is absurd. This gun is lightweight, there's no sight, and we are far too close to these deer. Would they not smell us? I want my money back. How do I get my quarters?",Donna Meagle,6,5,37,Neutral
Donna Meagle,"Oh, my God! You are such a sore loser.",Ron Swanson,6,5,9,Neutral
Ron Swanson,"I am not a sore loser. It's just that I prefer to win, and when I don't, I get furious. Employee!",April Ludgate,6,5,21,Negative
April Ludgate,Whoa! Watch this.,Andy Dwyer,6,5,3,Neutral
Andy Dwyer,"Oh, that was brilliant. Sorry. You probably don't know what that means. You know how you Americans say ""cool"" when something's cool? Over in London, we say, ""That's brilliant.""",April Ludgate,6,5,29,Positive
April Ludgate,"Speaking of London, you haven't told me anything about work. You still love it?",Andy Dwyer,6,5,14,Neutral
Andy Dwyer,"Yeah, it's awesome. I'm kicking ass. I'm like Chuck Norris, only instead of crushing bad guys' skulls, I'm crushing documents.",April Ludgate,6,5,20,Negative
April Ludgate,That's great.,Andy Dwyer,6,5,2,Neutral
Andy Dwyer,Yeah.,April Ludgate,6,5,1,Neutral
April Ludgate,Now be the Chuck Norris of making out with me.,Andy Dwyer,6,5,10,Neutral
Andy Dwyer,I'll karate punch your face with my tongue.,April Ludgate,6,5,8,Neutral
April Ludgate,Prove it.,Andy Dwyer,6,5,2,Neutral
Andy Dwyer,Hiyah.,Ben Wyatt,6,5,1,Neutral
Ben Wyatt,"Get this. I just asked the DJ what REM albums he has. He's got Monster, but not Automatic For the People.",Leslie Knope,6,5,21,Neutral
Leslie Knope,Wow!,Ben Wyatt,6,5,1,Neutral
Ben Wyatt,"I know. It's like, what is this? A mid-'90s party? No. It's an early '90s party.",Leslie Knope,6,5,16,Neutral
Leslie Knope,"Okay, Larry. Tell us how this looks. Ben wants to do a synchronized couple skate to Losing My Religion. Hit it!",Chris Traeger,6,5,21,Positive
Chris Traeger,"Leslie! Leslie! Leslie! I'm sorry, but we have a problem. His name is Jeremy Jamm.",Jeremy Jamm,6,5,15,Neutral
Jeremy Jamm,"Well, as noted in Article nine, Paragraph two",Leslie Knope,6,5,8,Neutral
Leslie Knope,"Whoa! Whoa! Whoa! Whoa! Jamm, I thought this bill was tabled?",Jeremy Jamm,6,5,11,Negative
Jeremy Jamm,"Yes, and I called a special session and untabled it. What's up with the roller skates?",Leslie Knope,6,5,16,Neutral
Leslie Knope,"I was about to attend a roller skating birthday party for my husband, but this is more important.",Jeremy Jamm,6,5,18,Negative
Jeremy Jamm,"Yeah, I don't care. I'm a blades guy.",Leslie Knope,6,5,8,Negative
Leslie Knope,Point of order! The councilwoman wishes to speak on this issue.,Jeremy Jamm,6,5,11,Neutral
Jeremy Jamm,Will the councilwoman yield her time so we can vote on this sucker?,Leslie Knope,6,5,13,Neutral
Leslie Knope,"No, I will not yield. Nor will I yield for the rest of the evening.",Jeremy Jamm,6,5,15,Neutral
Jeremy Jamm,A filibuster? Are you dookin' on my chest right now?,Leslie Knope,6,5,10,Neutral
Leslie Knope,"No! Gross! And yes, it's a filibuster. Okay? I am not willing to let you deprive me",Chris Traeger,6,5,17,Neutral
Chris Traeger,She's filibustering on roller skates? She's gonna be strapped into those things for hours.,Ben Wyatt,6,5,14,Positive
Ben Wyatt,"I know this is a dire situation, but I swear to God, this is like a crazy sex fantasy for me.",Nadia Stasky,6,5,21,Positive
Nadia Stasky,How goes it?,Tom Haverford,6,5,3,Neutral
Tom Haverford,"Pretty good, except I suck at skee ball.",Nadia Stasky,6,5,8,Neutral
Nadia Stasky,"Well, that's too bad, 'cause if you don't win me that bear, you're dead to me.",Tom Haverford,6,5,16,Neutral
Tom Haverford,"Understood. Hey, man, how many tickets for that bear, again?",Morris,6,5,10,Neutral
Morris,"40,000.00",Tom Haverford,6,5,1,Neutral
Tom Haverford,"40,000? Oh, brother. All right, you're gonna be my lookout for a second.",Nadia Stasky,6,5,13,Neutral
Nadia Stasky,"Hey, is he allowed to do that?",Morris,6,5,7,Neutral
Morris,"No! Get off the ramp, dude!",Tom Haverford,6,5,6,Neutral
Tom Haverford,Hey! You're supposed to be my lookout.,Nadia Stasky,6,5,7,Neutral
Nadia Stasky,I thought it'd be funnier to watch you get busted.,Tom Haverford,6,5,10,Neutral
Tom Haverford,"Hey, you're a doctor. You know snitches get stitches.",Leslie Knope,6,5,9,Negative
Leslie Knope,"I remember the first time I voted. I was in my bedroom, and I was five. I voted for Mildred, my stuffed pig, but my cat, pancakes, won. She had more funding. Politics, right? What are you gonna do? How long have I been talking? Three hours? No, eight minutes. Okay.",Jeremy Jamm,6,5,51,Negative
Jeremy Jamm,"Maybe you should yield the floor. Milton doesn't have a lot of time left on earth. Hey, just kidding, bud.",Councilman Milton,6,5,20,Negative
Councilman Milton,Will someone open my crackers?,Ben Wyatt,6,5,5,Neutral
Ben Wyatt,"The session ends at 11:00 P.M. She has to talk the whole time. She can't lean on anything for support, and no one else can help her. Three strikes and she is done.",Chris Traeger,6,5,33,Negative
Chris Traeger,"This is literally the most exciting thing that I've ever seen. I mean, think about it. Where else on earth would you rather spend your birthday with Leslie?",Ben Wyatt,6,5,28,Negative
Ben Wyatt,"Well, maybe the birthday party she's throwing for me right now.",Leslie Knope,6,5,11,Neutral
Leslie Knope,"Everyone in Pawnee should have the right to vote. Whoa! As I dissect this important and profound statement, I'm just gonna take these off for a second.",Jeremy Jamm,6,5,27,Neutral
Jeremy Jamm,"Bam, strike one. No sitting.",Leslie Knope,6,5,5,Neutral
Leslie Knope,Is the gong really necessary?,Jeremy Jamm,6,5,5,Positive
Jeremy Jamm,"Yes, it is. I love Chinese crap. Lucy Liu, Nintendo, Gangnam Style, sushi, et cetera, et cetera. Also, more importantly, it's in the rules. No sitting.",Leslie Knope,6,5,26,Neutral
Leslie Knope,"Okay, fine. Well, the strike is worth it if I can take these off.",Ben Wyatt,6,5,14,Positive
Ben Wyatt,"Oh, man!",Ann Perkins,6,5,2,Neutral
Ann Perkins,"Oh, my God! I had this exact bear when I was a kid! Excuse me.",Morris,6,5,15,Positive
Morris,Uh-huh.,Ann Perkins,6,5,1,Neutral
Ann Perkins,How much does this bear cost?,Morris,6,5,6,Positive
Morris,40000 tickets.,Ann Perkins,6,5,2,Neutral
Ann Perkins,"Okay, well, let's just assume that I'm an adult who doesn't have two weeks to play arcade games. What about 50 bucks?",Morris,6,5,22,Negative
Morris,Yeah. Just don't tell my boss.,Extra,6,5,6,Negative
Extra,"What are you doing, Morris?",Morris,6,5,5,Neutral
Morris,"Nothing, Mr. Bonderman.",Extra,6,5,3,Neutral
Extra,Tuck in your shirt. God!,Morris,6,5,5,Negative
Morris,Sorry.,Donna Meagle,6,5,1,Neutral
Donna Meagle,Oh! You feeling it? Wow. You suck at this.,Ron Swanson,6,5,9,Neutral
Ron Swanson,"Donna, please back up two paces so I can physically destroy this machine.",Donna Meagle,6,5,13,Negative
Donna Meagle,"Can you chill a little, man? It's not real hunting. It's just a game. That you happen to suck at.",Ron Swanson,6,5,20,Neutral
Ron Swanson,You know what? That's a good point.,Donna Meagle,6,5,7,Neutral
Donna Meagle,What? That you suck at this?,Ron Swanson,6,5,6,Neutral
Ron Swanson,That it's not real hunting. Come with me.,April Ludgate,6,5,8,Neutral
April Ludgate,I don't want you to go back to London.,Andy Dwyer,6,5,9,Neutral
Andy Dwyer,"Just remember, every time you look up at the moon, I, too, will be looking at a moon. Not the same moon, obviously. That's impossible.",April Ludgate,6,5,25,Negative
April Ludgate,"See you on stupid Skype. I'm proud of Andy. This is the first time he's really gone out on a limb. I knew if he found something that he actually liked doing, he'd be happy, so I'mâ¦ What the hell? Wha--",Tom Haverford,6,5,41,Positive
Tom Haverford,"Hey! Perkins! What are you doing with my bear? I've been playing skee ball for, like, two hours trying to win that for Nadia.",Ann Perkins,6,5,24,Neutral
Ann Perkins,"I just bought it for 50 bucks. When I was a kid, I taught myself how to make out on this bear, pretended it was Cockroach from The Cosby Show.",Nadia Stasky,6,5,30,Negative
Nadia Stasky,"Hey, what's going on here? Why does blossom have my bear?",Ann Perkins,6,5,11,Negative
Ann Perkins,"I bought it for myself, but apparently, he was trying to win it for you, so I'm sorry.",Tom Haverford,6,5,18,Negative
Tom Haverford,"I still got some tickets, though. I could get you, uh, a ninja turtle balloon or Cliffhanger on VHS.",Nadia Stasky,6,5,19,Positive
Nadia Stasky,"Oh, that's so sweet, but you're basically offering me garbage. Let's just skate.",Tom Haverford,6,5,13,Positive
Tom Haverford,"That bear was the only thing she was gonna have to remember me by in Rwanda. And if I know anything about Rwanda, and I don't, I bet it's full of rich guys who'll buy her whatever she wants.",Ron Swanson,6,5,39,Neutral
Ron Swanson,Hunting. No quarters required.,Donna Meagle,6,5,4,Neutral
Donna Meagle,Hang on. Do you have a license to hunt at night? 'Cause you need a license.,Ron Swanson,6,5,16,Neutral
Ron Swanson,I thought you were serious.,Donna Meagle,6,5,5,Neutral
Donna Meagle,Come on now. You know I don't give a [bleep].,Leslie Knope,6,5,10,Neutral
Leslie Knope,"As Ronald Reagan would say, ""Well, mommy, I believe voting rights are important."" Does anyone else think it's hot in here? These overalls are really starchy.",Jeremy Jamm,6,5,26,Negative
Jeremy Jamm,"Yeah, maybe that's 'cause I turned up the heat to 90, and, uh, oh, the knob broke off in my hand. Oops.",Leslie Knope,6,5,22,Neutral
Leslie Knope,"Well, speaking of heat, we should discuss America's whitehot passion for voting rights and the men and women who help protect them, like the local city councilwoman who is starving and thinking about her husband's Reservoir Dog themed birthday cake and wanting to eat it really badly.",Ben Wyatt,6,5,47,Positive
Ben Wyatt,"Oh, this is not a good sign. Once she starts thinking about birthday cake, she's basically useless until she eats birthday cake.",Leslie Knope,6,5,22,Positive
Leslie Knope,"Democracy is not unlike a cake. It's layered, delicious, chocolate, and I want some.",Chris Traeger,6,5,14,Negative
Chris Traeger,"Okay, she's fading. Ben, we need to find a way to smuggle some mineral oil drops onto her tongue.",Jeremy Jamm,6,5,19,Neutral
Jeremy Jamm,Whoa! Whoa! Whoa! Whoa! Excuse me.,Extra,6,5,6,Positive
Extra,What the hell are you people doing here? We represent the citizens of former Eagleton. We're here to support Leslie Knope for preserving our voting rights.,Leslie Knope,6,5,26,Positive
Leslie Knope,"Thank you! You are all warriors of democracy. You know, it was the first mayor of Pawnee, in 1817, who said, ""All we have is the right to vote and the right to kill Indians without consequence."" And I believe that half of that statement is still true today. All right! Second wind!",April Ludgate,6,5,53,Positive
April Ludgate,"Andy, I know you're in there. Andy, come on.",Andy Dwyer,6,5,9,Negative
Andy Dwyer,"Oh, hey. I was just... just here in this dumpster 'cause I jumped in.",April Ludgate,6,5,14,Neutral
April Ludgate,Get out! We need to talk.,Andy Dwyer,6,5,6,Neutral
Andy Dwyer,About what?,Ron Swanson,6,5,2,Neutral
Ron Swanson,"Fresh air, real weapons, an honest kill. There is no substitute for the real thing.",Donna Meagle,6,5,15,Neutral
Donna Meagle,"You want to go back and play that video game, don't you?",Ron Swanson,6,5,12,Negative
Ron Swanson,Yes! Damn it!,Chris Traeger,6,5,3,Neutral
Chris Traeger,"It is so inspiring to see Eagletonians putting aside their prejudices. With support like this, Leslie Knope may stand a fighting chance on recall day. Permission to hug you.",Extra,6,5,29,Negative
Extra,"Granted. I should mention, though, that we're not voting to keep Leslie.",Chris Traeger,6,5,12,Positive
Chris Traeger,What?,Extra,6,5,1,Neutral
Extra,We want someone from Eagleton to represent our interests on the new city council.,Chris Traeger,6,5,14,Positive
Chris Traeger,"Sir, I formally revoke our hug.",Extra,6,5,6,Neutral
Extra,"Well, you can't. It happened.",Leslie Knope,6,5,5,Neutral
Leslie Knope,"We stand on the side of Rosa Parks, and Gandhi, and Team Aniston. One small vote for Pawnee is one giant leap of voting for mankind.",Jeremy Jamm,6,5,26,Negative
Jeremy Jamm,"Hey! Hey, you're not allowed to receive help from the crowd. That's strike two. Hey, man, leave my gong alone. The reverb is the best part.",Leslie Knope,6,5,26,Neutral
Leslie Knope,"If I save your right to vote, you're gonna vote for someone from Eagleton?",Extra,6,5,14,Neutral
Extra,Eagleton! Eagleton!,Jeremy Jamm,6,5,2,Neutral
Jeremy Jamm,"Hey, Knope! Wrap it up!",Leslie Knope,6,5,5,Neutral
Leslie Knope,"I'm not gonna yield. I justâ¦ I need some time to think. And because I must keep talking, I'm gonna think out loud. Okay, if Eagletonians vote for someone else, then it would be in my best interest to stop, right? So they can't vote.",Jeremy Jamm,6,5,45,Neutral
Jeremy Jamm,"Uh, dadoy. Yield.",Leslie Knope,6,5,3,Neutral
Leslie Knope,"Or I keep going, because the right to vote is fundamental in any democracy, and this is bigger than me or anyone. I don't care if I lose. No one prevents people in my town from voting. Not on my watch. The filibuster is on!",Extra,6,5,45,Positive
Extra,Yeah! Okay.,Andy Dwyer,6,5,2,Neutral
Andy Dwyer,"I can't go back to London. I'm totally in over my head on this project. Every day, someone comes up to me and says, ""I need your approval on this, Mr. Dywer."" ""I need your signature, Mr. Dwyer."" ""That's not a toilet, Mr. Dwyer.""",April Ludgate,6,5,44,Negative
April Ludgate,But you said everything was going awesome. You said you were like Chuck Norris.,Andy Dwyer,6,5,14,Negative
Andy Dwyer,"I am, but I'm like Chuck Norris now-- some old guy with a beard who used to be good at karate but became a dumb has-been and is scared and confused about his big London job.",April Ludgate,6,5,36,Negative
April Ludgate,Okay.,Andy Dwyer,6,5,1,Neutral
Andy Dwyer,The parallels between he and I are very eerie.,April Ludgate,6,5,9,Neutral
April Ludgate,I'm gonna tell you a secret about everyone else's job.,Andy Dwyer,6,5,10,Negative
Andy Dwyer,Okay.,April Ludgate,6,5,1,Neutral
April Ludgate,No one knows what they're doing. I don't know how to run an animal control department. Half the documents I get I put right into the shredder because they're so boring.,Andy Dwyer,6,5,31,Positive
Andy Dwyer,But you seem like you do know what you're doing.,April Ludgate,6,5,10,Negative
April Ludgate,"Yeah, I seem like it. Deep down, everyone is just faking it until they figure it out. And you will too, because you are awesome and everyone else sucks.",Ben Wyatt,6,5,29,Neutral
